GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,1,0,8.000000,200.004211,0.000000,0.726011,0.000000,0.000000,0.003594
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,1,1,8.000000,200.310333,0.000000,0.709337,0.000000,0.000000,0.003517
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,1,2,8.000000,200.023239,0.000000,0.713992,0.000000,0.000000,0.003538
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,1,0,8.000000,200.004211,0.064000,0.559954,0.000000,0.000000,0.002775
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,1,1,8.000000,200.310349,0.010000,0.571860,0.000000,0.000000,0.002834
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,1,2,8.000000,200.023254,0.009000,0.555747,0.000000,0.000000,0.002754
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,1,0,8.000000,1591.446777,0.000000,3.689310,0.000000,0.000000,0.018415
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,1,1,8.000000,1588.383301,0.000000,3.674726,0.000000,0.000000,0.018349
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,1,2,8.000000,1590.323853,0.000000,3.680513,0.000000,0.000000,0.018377
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,1,0,8.000000,1591.446533,0.009000,2.739625,0.000000,0.000000,0.013672
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,1,1,8.000000,1588.383301,0.009000,2.739779,0.000000,0.000000,0.013673
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,1,2,8.000000,1590.323853,0.009000,2.736415,0.000000,0.000000,0.013657
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,1,0,8.000000,10469.341797,0.000000,22.856754,0.000000,0.000000,0.114259
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,1,1,8.000000,10457.632812,0.000000,22.778757,0.000000,0.000000,0.113869
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,1,2,8.000000,10465.809570,0.000000,22.830055,0.000000,0.000000,0.114125
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,1,0,8.000000,10469.341797,0.014000,16.909750,0.000000,0.000000,0.084524
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,1,1,8.000000,10457.634766,0.009000,16.883493,0.000000,0.000000,0.084379
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,1,2,8.000000,10465.809570,0.012000,16.894989,0.000000,0.000000,0.084450
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,1,0,8.000000,29359.332031,0.000000,65.319550,0.000000,0.000000,0.326572
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,1,1,8.000000,29323.085938,0.000000,65.305420,0.000000,0.000000,0.326484
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,6.000000,1,2,8.000000,29323.210938,0.000000,65.359787,0.000000,0.000000,0.326758
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,1,0,8.000000,29359.332031,0.063000,48.026558,0.000000,0.000000,0.240106
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,1,1,8.000000,29323.085938,0.010000,48.010208,0.000000,0.000000,0.240025
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,6.000000,1,2,8.000000,29323.212891,0.010000,48.016125,0.000000,0.000000,0.240054
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,1,0,8.000000,58329.828125,0.000000,135.338577,0.000000,0.000000,0.676666
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,1,1,8.000000,58261.464844,0.000000,135.690948,0.000000,0.000000,0.678427
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,8.000000,1,2,8.000000,58200.335938,0.000000,135.373978,0.000000,0.000000,0.676843
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,1,0,8.000000,58329.828125,0.010000,100.279778,0.000000,0.000000,0.501372
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,1,1,8.000000,58261.476562,0.010000,100.320305,0.000000,0.000000,0.501575
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,8.000000,1,2,8.000000,58200.339844,0.064000,100.424881,0.000000,0.000000,0.502098
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,2,0,8.000000,200.004242,0.000000,0.693420,0.000000,0.000000,0.003443
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,2,1,8.000000,200.310394,0.000000,0.693223,0.000000,0.000000,0.003442
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,1.000000,2,2,8.000000,200.023239,0.000000,0.690676,0.000000,0.000000,0.003429
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,2,0,8.000000,200.004257,0.011000,0.537199,0.000000,0.000000,0.002662
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,2,1,8.000000,200.310349,0.009000,0.540565,0.000000,0.000000,0.002655
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,1.000000,2,2,8.000000,200.023239,0.011000,0.547462,0.000000,0.000000,0.002697
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,2,0,8.000000,1591.446777,0.000000,3.681852,0.000000,0.000000,0.018384
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,2,1,8.000000,1588.383179,0.000000,3.673427,0.000000,0.000000,0.018343
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,2.000000,2,2,8.000000,1590.323730,0.000000,3.679631,0.000000,0.000000,0.018373
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,2,0,8.000000,1591.446777,0.010000,2.740907,0.000000,0.000000,0.013669
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,2,1,8.000000,1588.383179,0.010000,2.734378,0.000000,0.000000,0.013648
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,2.000000,2,2,8.000000,1590.323730,0.009000,2.728205,0.000000,0.000000,0.013617
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,2,0,8.000000,10469.341797,0.000000,22.938885,0.000000,0.000000,0.114669
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,2,1,8.000000,10457.633789,0.000000,22.853592,0.000000,0.000000,0.114243
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,1000000,50.000000,4.000000,2,2,8.000000,10465.809570,0.000000,22.896702,0.000000,0.000000,0.114459
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,2,0,8.000000,10469.341797,0.010000,16.939291,0.000000,0.000000,0.084672
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,1000000,50.000000,4.000000,2,1,8.000000,10457.633789,0.010000,16.912128,0.000000,0.000000,0.084536
