GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,repeat,agent_density,mean_message_count,s_rtc,s_simulation,s_init,s_exit,s_step_mean
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,2,0,1.000000,194.318436,0.000000,0.096314,0.000000,0.000000,0.000458
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,2,1,1.000000,194.070251,0.000000,0.093005,0.000000,0.000000,0.000442
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,2,2,1.000000,192.824356,0.000000,0.095146,0.000000,0.000000,0.000453
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,2,0,1.000000,194.318497,0.008000,0.079522,0.000000,0.000000,0.000362
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,2,1,1.000000,194.070236,0.010000,0.074802,0.000000,0.000000,0.000351
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,2,2,1.000000,192.824310,0.012000,0.078509,0.000000,0.000000,0.000358
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,2,0,1.000000,1395.799316,0.000000,0.367393,0.000000,0.000000,0.001813
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,2,1,1.000000,1399.385010,0.000000,0.368118,0.000000,0.000000,0.001817
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,2,2,1.000000,1395.177368,0.000000,0.371239,0.000000,0.000000,0.001833
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,2,0,1.000000,1395.799316,0.008000,0.258886,0.000000,0.000000,0.001271
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,2,1,1.000000,1399.385010,0.013000,0.258191,0.000000,0.000000,0.001268
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,2,2,1.000000,1395.177368,0.009000,0.270580,0.000000,0.000000,0.001319
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,2,0,1.000000,3728.161865,0.000000,0.960755,0.000000,0.000000,0.004781
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,2,1,1.000000,3721.640625,0.000000,0.966956,0.000000,0.000000,0.004812
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,2,2,1.000000,3716.738525,0.000000,0.971735,0.000000,0.000000,0.004835
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,2,0,1.000000,3728.162109,0.011000,0.670253,0.000000,0.000000,0.003328
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,2,1,1.000000,3721.640625,0.009000,0.685136,0.000000,0.000000,0.003402
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,2,2,1.000000,3716.738525,0.008000,0.680669,0.000000,0.000000,0.003380
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,2,0,1.000000,8993.427734,0.000000,2.436139,0.000000,0.000000,0.012157
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,2,1,1.000000,8935.468750,0.000000,2.501037,0.000000,0.000000,0.012475
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,2,2,1.000000,8951.184570,0.000000,2.458879,0.000000,0.000000,0.012270
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,0,1.000000,8993.427734,0.013000,1.658111,0.000000,0.000000,0.008250
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,1,1.000000,8935.468750,0.008000,1.685306,0.000000,0.000000,0.008402
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,2,1.000000,8951.185547,0.011000,1.697121,0.000000,0.000000,0.008462
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,5,0,1.000000,194.318512,0.000000,0.087334,0.000000,0.000000,0.000414
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,5,1,1.000000,194.070236,0.000000,0.087804,0.000000,0.000000,0.000415
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,5,2,1.000000,192.824310,0.000000,0.089444,0.000000,0.000000,0.000424
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,5,0,1.000000,194.318512,0.010000,0.067829,0.000000,0.000000,0.000315
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,5,1,1.000000,194.070190,0.008000,0.069464,0.000000,0.000000,0.000324
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,2.000000,5,2,1.000000,192.824310,0.009000,0.072706,0.000000,0.000000,0.000340
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,5,0,1.000000,1395.799316,0.000000,0.366115,0.000000,0.000000,0.001808
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,5,1,1.000000,1399.384888,0.000000,0.364936,0.000000,0.000000,0.001802
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,4.000000,5,2,1.000000,1395.177368,0.000000,0.367111,0.000000,0.000000,0.001813
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,5,0,1.000000,1395.799316,0.009000,0.255005,0.000000,0.000000,0.001252
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,5,1,1.000000,1399.384888,0.009000,0.253655,0.000000,0.000000,0.001245
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,4.000000,5,2,1.000000,1395.177368,0.009000,0.260897,0.000000,0.000000,0.001281
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,5,0,1.000000,3728.162109,0.000000,0.955606,0.000000,0.000000,0.004755
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,5,1,1.000000,3721.640381,0.000000,0.962833,0.000000,0.000000,0.004791
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,6.000000,5,2,1.000000,3716.738037,0.000000,0.969461,0.000000,0.000000,0.004817
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,0,1.000000,3728.162598,0.013000,0.665495,0.000000,0.000000,0.003304
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,1,1.000000,3721.640381,0.008000,0.680232,0.000000,0.000000,0.003378
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,2,1.000000,3716.738037,0.009000,0.675958,0.000000,0.000000,0.003350
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,5,0,1.000000,8993.427734,0.000000,2.427787,0.000000,0.000000,0.012116
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,5,1,1.000000,8935.468750,0.000000,2.496717,0.000000,0.000000,0.012460
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,8.000000,5,2,1.000000,8951.184570,0.000000,2.459765,0.000000,0.000000,0.012263
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,0,1.000000,8993.427734,0.010000,1.653697,0.000000,0.000000,0.008235
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,1,1.000000,8935.469727,0.013000,1.682558,0.000000,0.000000,0.008377
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,2,1.000000,8951.184570,0.010000,1.694994,0.000000,0.000000,0.008451
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,10,0,1.000000,194.318497,0.000000,0.085490,0.000000,0.000000,0.000405
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,10,1,1.000000,194.070221,0.000000,0.086404,0.000000,0.000000,0.000409
NVIDIA A100-SXM4-40GB,1,0,circles_spatial3D,200,64000,40.000000,2.000000,10,2,1.000000,192.824341,0.000000,0.090413,0.000000,0.000000,0.000417
